airline_id	channel	service_class	service_status_raw	fare_class	fare_nature_raw	amount	currency	scope_raw	billing_basis_raw	booking_deadline	official_url	locator	evidence_excerpt	citation_check	page_date	verified_date	legacy_fee	legacy_farelist	repo_linkage	assessment
delta	hold	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.delta.com/us/en/special-circumstances/military-travel/pets	Military pet travel	active U.S. military	NO_FARE_APPLICABLE	—	2026-09-10	$200	4	ABSENTE → NON	200 USD réservé aux mutations militaires/diplomatiques éligibles
easyjet	cabin	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.easyjet.com/en/help-centre/policy-terms-and-conditions/terms-and-conditions	Animals	We do not carry animals	NO_FARE_APPLICABLE	—	2026-09-10	—	2	ABSENTE → NON	Chiens d’assistance reconnus exceptés
easyjet	cargo	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.easyjet.com/en/help-centre/policy-terms-and-conditions/terms-and-conditions	Animals	We do not carry animals	NO_FARE_APPLICABLE	—	2026-09-10	—	2	ABSENTE → NON	Aucun service ordinaire
easyjet	hold	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.easyjet.com/en/help-centre/policy-terms-and-conditions/terms-and-conditions	Animals	We do not carry animals	NO_FARE_APPLICABLE	—	2026-09-10	—	2	ABSENTE → NON	Aucun service ordinaire
edelweiss	cabin	OFFERED	ACCEPTE	MATRIX	GRILLE	Europe 90; Levant/Égypte 105; intercontinental 115/130/140	CHF	zones tarifaires → zones tarifaires	animal+contenant → par tronçon	≤4 jours ouvrés	https://www.flyedelweiss.com/at/en/prepare/flight-preparation/animals-travelling/registration-and-charges.html	Charges for transporting animals → Dogs and cats in cabin → Europe	CHF 90 / EUR 80 / GBP 85 / USD 95 / CAD 110	PRICE_EXCERPT_PRESENT	Depuis 2025-12-01	2026-09-10	CHF90–140	0	ABSENTE → NON	Tables EUR/GBP/USD/CAD aussi publiées
edelweiss	cargo	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE	—	—	—	—	contacter cargo	https://www.flyedelweiss.com/at/en/prepare/flight-preparation/animals-travelling/registration-and-charges.html	Cargo referral	contact the freight department	NO_CURRENT_FARE_FOUND	Depuis 2025-12-01	2026-09-10	Not published	0	ABSENTE → NON	Aucun barème distinct public
edelweiss	hold	OFFERED	ACCEPTE	MATRIX	GRILLE	Petite caisse 115–220; grandes 230–440	CHF	zones tarifaires → zones tarifaires	animal+contenant → par tronçon	≤4 jours ouvrés	https://www.flyedelweiss.com/at/en/prepare/flight-preparation/animals-travelling/registration-and-charges.html	Hold table	CHF 220 / CHF 440	PRICE_EXCERPT_PRESENT	Depuis 2025-12-01	2026-09-10	CHF90–220	0	ABSENTE → NON	Ancienne borne max 220 manque la grande caisse long-courrier
egyptair	cabin	OFFERED	ACCEPTE	FORMULA	FORMULE	≤23 kg: 100% d’une unité excédent; Canada/USA 150%	devise du barème bagage	international → international	animal+contenant → par direction	≥48 h	https://www.egyptair.com/en/fly/special-services/Pages/traveling-with-pets.aspx	Charges	one direction only	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	By route	4	ABSENTE → NON	Page anglaise omet les multiplicateurs; page officielle localisée les donne
egyptair	cargo	CONDITIONAL	CONDITIONNEL	QUOTE	DEVIS	Sur devis	—	—	animal au-delà seuils	≥48 h ou cargo	https://www.egyptair.com/en/fly/special-services/Pages/traveling-with-pets.aspx	Cargo threshold	transported as cargo	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	Quote	4	ABSENTE → NON	Aucun tarif cargo public établi
egyptair	hold	OFFERED	ACCEPTE	FORMULA	FORMULE	≤23 kg 100%/150%; 23–32 150%/200%; 45–75 250%/350%; transit FRA >3h +300 EUR	devise du barème|EUR	international → international	animal+contenant → par direction	≥48 h	https://www.egyptair.com/en/fly/special-services/Pages/traveling-with-pets.aspx	Charges and Frankfurt note	additional EUR 300	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	By route	4	ABSENTE → NON	Valeurs Canada/USA après barre; pas de montant universel
el_al	cabin	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE	—	—	—	—	autorisation préalable	https://www.elal.com/media/2pvjlusr/live-animals-cage-guidelines-en.pdf	Cabin cage guide	live animals cage	NO_CURRENT_FARE_FOUND	—	2026-09-10	$100 / NIS50	5	ABSENTE → NON	Guide officiel accessible sans tarif courant
el_al	cargo	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE	—	—	—	—	contacter compagnie	https://www.elal.com/media/2pvjlusr/live-animals-cage-guidelines-en.pdf	No tariff section	live animals	NO_CURRENT_FARE_FOUND	—	2026-09-10	Quote	5	ABSENTE → NON	Aucun barème cargo public établi
el_al	hold	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE	—	—	—	—	autorisation préalable	https://www.elal.com/media/2pvjlusr/live-animals-cage-guidelines-en.pdf	Hold cage guide	container guidelines	NO_CURRENT_FARE_FOUND	—	2026-09-10	$200–400	5	ABSENTE → NON	Ancienne grille non corroborée par page actuelle
emirates	cabin	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.emirates.com/us/english/before-you-fly/baggage/unusual-baggage-and-special-allowances/	Pets in cabin	Pets are not permitted	NO_FARE_APPLICABLE	—	2026-09-10	—	4	ABSENTE → NON	Faucons/chiens d’assistance selon règles séparées
emirates	cargo	CONDITIONAL	CONDITIONNEL	QUOTE	DEVIS	Sur devis	—	Dubaï, >17h, >300cm ou destination imposant fret	animal+contenant	documents ≥1 semaine	https://www.emirates.com/us/english/before-you-fly/baggage/unusual-baggage-and-special-allowances/	Cargo-required cases	must be transported as cargo	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	Quote	4	ABSENTE → NON	Cargo obligatoire dans les cas listés
emirates	hold	OFFERED	ACCEPTE	MATRIX	GRILLE	≤23 kg & ≤150 cm 500; 24–32 kg & 150–300 cm 650; >32 kg & 150–300 cm 800	USD|CAD	—	animal+contenant → unité de trajet non explicitée	documents ≥1 semaine	https://www.emirates.com/us/english/before-you-fly/baggage/unusual-baggage-and-special-allowances/	Animal excess baggage charges	USD 500	PRICE_EXCERPT_PRESENT	—	2026-09-10	$500–800	4	ABSENTE → NON	CAD 700/900/1150 aussi publiés
ethiopian	cabin	OFFERED	ACCEPTE	MATRIX	GRILLE	International 120 EUR/110 GBP/150 USD; domestique 100 USD; ADD–USA 300 USD	EUR|GBP|USD	zones publiées → zones publiées	animal+contenant → par direction/aller simple	réservation préalable	https://www.ethiopianairlines.com/tz/information/essential-information/optional-service-charges	4. Pet Charges → international online points → Cabin	120 EUR/110GBP/150 USD per direction( for one way)	PRICE_EXCERPT_PRESENT	Effectif 2025-06-20	2026-09-10	$100–300	4	ABSENTE → NON	≤8 kg
ethiopian	cargo	CONDITIONAL	CONDITIONNEL	QUOTE	DEVIS	Sur devis	—	—	animal >45 kg ou dossier cargo	contacter cargo	https://www.ethiopianairlines.com/tz/information/essential-information/optional-service-charges	Cargo threshold	above 45 kg	MECHANISM_EXCERPT_PRESENT	Effectif 2025-06-20	2026-09-10	Quote	4	ABSENTE → NON	Aucun montant public cargo
ethiopian	hold	OFFERED	ACCEPTE	MATRIX	GRILLE	>8–32 kg 370 USD international/500 ADD-USA; >32–45 kg 500; domestique 500% excédent	USD|formule locale	zones publiées → zones publiées	animal+contenant → par direction/aller simple	réservation préalable	https://www.ethiopianairlines.com/tz/information/essential-information/optional-service-charges	Pets charges	USD 370	PRICE_EXCERPT_PRESENT	Effectif 2025-06-20	2026-09-10	$370–500	4	ABSENTE → NON	Poids et route obligatoires
etihad	cabin	OFFERED	ACCEPTE	EXACT	EXACT	399	USD	—	animal+contenant → par vol	formulaire ≥7 j; documents ≥72 h	https://www.etihad.com/en/plan/travel-companion/travelling-with-pets	Pricing	USD 399 per flight	PRICE_EXCERPT_PRESENT	—	2026-09-10	$399	5	ABSENTE → NON	Business: siège supplémentaire +399; prix daté à reconfirmer
etihad	cargo	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE	—	—	—	—	contacter cargo	https://www.etihad.com/en/plan/travel-companion/travelling-with-pets	Cargo referral	contact Etihad Cargo	NO_CURRENT_FARE_FOUND	—	2026-09-10	Quote	5	ABSENTE → NON	Aucun tarif public général établi
etihad	hold	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	chien/chat ordinaire	—	https://www.etihad.com/en/plan/travel-companion/travelling-with-pets	Hold rules	pets cannot travel in hold	NO_FARE_APPLICABLE	—	2026-09-10	—	5	ABSENTE → NON	Faucons sous règles distinctes
eurowings	cabin	OFFERED	ACCEPTE	MINIMUM	STARTING_AT	60 EUR; 53 GBP; 56 CHF; 69 USD; 1449 CZK; 661 SEK; 709 NOK; 448 DKK; 254 PLN; 22909 HUF; 255 AED	MULTI	marché/route → marché/route	animal+contenant → par réservation/tronçon non explicitée	aucun délai trouvé	https://www.eurowings.com/en/information/baggage/travel-with-pets.html	Prices	from €60	PRICE_EXCERPT_PRESENT	—	2026-09-10	from €60	3	ABSENTE → NON	Prix de départ, pas prix garanti
eurowings	cargo	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.eurowings.com/en/information/baggage/travel-with-pets.html	Transport restriction	only in the cabin	NO_FARE_APPLICABLE	—	2026-09-10	—	3	ABSENTE → NON	Aucun service fret ordinaire
eurowings	hold	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.eurowings.com/en/information/baggage/travel-with-pets.html	Transport restriction	only in the cabin	NO_FARE_APPLICABLE	—	2026-09-10	—	3	ABSENTE → NON	Cabine seulement
eva_air	cabin	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.evaair.com/en-global/fly-prepare/baggage/travelling-with-pets/	Cabin restriction	Pets are not accepted	NO_FARE_APPLICABLE	—	2026-09-10	—	3	ABSENTE → NON	Chiens d’assistance exceptés
eva_air	cargo	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE	—	—	—	—	contacter compagnie	https://www.evaair.com/en-global/fly-prepare/baggage/travelling-with-pets/	No separate cargo tariff	contact EVA Air	NO_CURRENT_FARE_FOUND	—	2026-09-10	—	3	ABSENTE → NON	Ne pas inventer un devis sans source tarifaire
eva_air	hold	OFFERED	ACCEPTE	FORMULA	FORMULE	Jusqu’au 2026-09-28: ≤32kg 2 unités, >32kg 4; dès 2026-09-29: ≤23kg 2, 23–32 3, 32–45 4	unités excédent bagage	international EVA/UNI → international EVA/UNI	animal+contenant → par transport selon route	≥48 h; check-in ≥2 h	https://www.evaair.com/en-global/fly-prepare/baggage/travelling-with-pets/	Pet fee changes	2 units of excess baggage	MECHANISM_EXCERPT_PRESENT	Changement effectif 2026-09-29	2026-09-10	excess-baggage rate	3	ABSENTE → NON	Au-delà 45 kg évaluation et unités additionnelles
finnair	cabin	OFFERED	ACCEPTE	MATRIX	GRILLE	Europe 60 ≥7j / 65 ≤6j; intercontinental 120/130	EUR	Europe/intercontinental → Europe/intercontinental	animal+contenant → aller simple	prix différencié à 7 jours	https://www.finnair.com/en/pets-on-finnair-flights	Pet transportation fees	60 EUR / 65 EUR	PRICE_EXCERPT_PRESENT	—	2026-09-10	€60–130	5	ABSENTE → NON	Concorde avec la page Extra baggage fees
finnair	cargo	CONDITIONAL	CONDITIONNEL	QUOTE	DEVIS	Sur devis	—	—	animal cargo	contacter cargo	https://www.finnair.com/en/pets-on-finnair-flights	Cargo referral	Finnair Cargo	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	Quote	5	ABSENTE → NON	Aucun tarif cargo public
finnair	hold	OFFERED	ACCEPTE	CONFLICT	CONFLIT	Page animaux: Europe 140, intercontinental 650; page bagages: Europe 120, intercontinental 600; départ US 650/700 selon ligne	EUR|USD	Europe/intercontinental → Europe/intercontinental	animal+contenant → aller simple	confirmer à la réservation	https://www.finnair.com/en/pets-on-finnair-flights | https://www.finnair.com/en/baggage-on-finnair-flights/extra-baggage-fees	Pet transportation fees | Pets	140 EUR / 650 EUR | 120 EUR / 600 EUR	CONFLICT_DO_NOT_IMPORT	—	2026-09-10	€140–650	5	ABSENTE → NON	CONFLIT OFFICIEL 120/600 contre 140/650; ne choisir aucun jeu
french_bee	cabin	OFFERED	ACCEPTE	EXACT	EXACT	100	USD	marché anglophone/réseau admissible → marché anglophone/réseau admissible	animal+contenant → par segment	≤48 h	https://www.frenchbee.com/en/optional-services	Pets in cabin	$100 per segment	PRICE_EXCERPT_PRESENT	Aide mise à jour 2026-07-16	2026-09-10	€75 / $100	3	ABSENTE → NON	Ne pas projeter 75 EUR sans preuve locale actuelle
french_bee	cargo	CONDITIONAL	CONDITIONNEL	QUOTE	DEVIS	Sur devis	—	—	animal hors seuils	≤48 h ou cargo	https://www.frenchbee.com/en/optional-services	Oversize/cargo	contact cargo	MECHANISM_EXCERPT_PRESENT	Aide mise à jour 2026-07-16	2026-09-10	Quote	3	ABSENTE → NON	Aucun barème cargo public établi
french_bee	hold	OFFERED	ACCEPTE	EXACT	EXACT	195	USD	marché anglophone/réseau admissible → hors Tahiti	animal+contenant → par segment	≤48 h	https://www.frenchbee.com/en/optional-services	Pets in hold	$195 per segment	PRICE_EXCERPT_PRESENT	Aide mise à jour 2026-07-16	2026-09-10	€150 / $195	3	ABSENTE → NON	Tahiti exclue; seuils opérationnels à conserver
garuda_indonesia	cabin	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.garuda-indonesia.com/static/en/garuda-indonesia-experience/baggage-info.html	Pets	not allowed in cabin	NO_FARE_APPLICABLE	—	2026-09-10	—	3	ABSENTE → NON	Animal ordinaire
garuda_indonesia	cargo	CONDITIONAL	CONDITIONNEL	QUOTE	DEVIS	Sur devis	—	—	animal cargo	contacter cargo	https://www.garuda-indonesia.com/static/en/garuda-indonesia-experience/baggage-info.html	International cargo referral	must be shipped as cargo	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	Quote	3	ABSENTE → NON	Aucun tarif public fixe
garuda_indonesia	hold	CONDITIONAL	CONDITIONNEL	FORMULA	FORMULE	Poids réel animal+contenant × tarif excédent route; minimum 5 kg	devise du barème	Indonésie domestique → Indonésie domestique	poids animal+contenant → par trajet domestique	autorisation préalable	https://www.garuda-indonesia.com/static/en/garuda-indonesia-experience/baggage-info.html	Domestic pets	minimum charge of 5 kg	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	excess-baggage rate	3	ABSENTE → NON	International chien/chat non accepté comme bagage enregistré
gulf_air	cabin	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.gulfair.com/cargo	Live animals	carried as cargo	NO_FARE_APPLICABLE	—	2026-09-10	—	4	ABSENTE → NON	Chiens d’assistance selon règles séparées
gulf_air	cargo	OFFERED	ACCEPTE	QUOTE	DEVIS	Sur devis	—	—	envoi vivant → par lettre de transport aérien	contacter Gulf Air Cargo	https://www.gulfair.com/cargo	Live animals	Master Air Waybill	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	Quote	4	ABSENTE → NON	Aucun barème public
gulf_air	hold	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.gulfair.com/cargo	Live animals	carried as cargo	NO_FARE_APPLICABLE	—	2026-09-10	—	4	ABSENTE → NON	Cargo uniquement
iberia	cabin	OFFERED	ACCEPTE	MATRIX	GRILLE	Espagne 40 en ligne/44 aéroport; Europe/Canaries/N Afrique/Israël 60/66; Amériques/Asie/Qatar 180/198; connexion max 220	EUR|USD|GBP	zones publiées → zones publiées	contenant (pas nombre d’animaux) → par segment origine-destination	en ligne ou aéroport	https://www.iberia.com/gb/fly-with-iberia/pets/	Fees for pets travelling in the cabin → Spain → Per segment	Online: EUR40/USD50/GBP35	PRICE_EXCERPT_PRESENT	—	2026-09-10	€40–180	5	ABSENTE → NON	Tarif facturé par contenant
iberia	cargo	CONDITIONAL	CONDITIONNEL	QUOTE	DEVIS	Sur devis	—	—	envoi cargo	IAG Cargo/agent	https://www.iberia.com/gb/fly-with-iberia/pets/	Cargo referral	IAG Cargo	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	Quote	5	ABSENTE → NON	Aucun barème cargo public
iberia	hold	OFFERED	ACCEPTE	MATRIX	GRILLE	90–385 selon zone, connexion et groupe de poids	EUR|USD|GBP	zones publiées → zones publiées	animal+contenant → par segment/connexion	≥48 h; paiement aéroport	https://www.iberia.com/gb/fly-with-iberia/pets/	Pets in hold fees	from EUR 90	PRICE_EXCERPT_PRESENT	—	2026-09-10	€90–330	5	ABSENTE → NON	Ancienne borne 330 trop basse
iberia_express	cabin	OFFERED	ACCEPTE	MATRIX	GRILLE	Espagne 40 EUR; Europe/Canaries/Moyen-Orient/N Afrique 60; long-courrier 180	EUR|USD|GBP	zones publiées → zones publiées	animal+contenant → par tronçon	autorisation préalable	https://www.iberiaexpress.com/en/general-info/passenger-information/before-you-go/travelling-with-pets	Rates for carriage in cabin → Spain excluding Canary Islands	40€/50$/35£ per leg	PRICE_EXCERPT_PRESENT	—	2026-09-10	€40–180	5	ABSENTE → NON	Équivalents 50/73/210 USD et 35/55/165 GBP
iberia_express	cargo	CONDITIONAL	CONDITIONNEL	QUOTE	DEVIS	Sur devis	—	—	envoi cargo	contacter cargo	https://www.iberiaexpress.com/en/general-info/passenger-information/before-you-go/travelling-with-pets	Cargo referral	transported as cargo	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	Quote	5	ABSENTE → NON	Aucun tarif public
iberia_express	hold	OFFERED	ACCEPTE	MATRIX	GRILLE	100/145/360 selon zone	EUR|USD|GBP	zones publiées → zones publiées	animal+contenant → par tronçon	paiement aéroport	https://www.iberiaexpress.com/en/general-info/passenger-information/before-you-go/travelling-with-pets	Rates for carriage in hold → Spain excluding Canary Islands	€100/$120/£90 per leg	PRICE_EXCERPT_PRESENT	—	2026-09-10	€100–360	5	ABSENTE → NON	USD 120/170/435; GBP 90/130/330
icelandair	cabin	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.icelandair.com/support/special-assistance/animal-transportation/	Cabin policy	pets are not allowed	NO_FARE_APPLICABLE	—	2026-09-10	—	0	ABSENTE → NON	Animaux d’assistance séparés
icelandair	cargo	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE	—	—	—	—	contacter cargo	https://www.icelandair.com/support/special-assistance/animal-transportation/	Cargo information	contact Icelandair Cargo	NO_CURRENT_FARE_FOUND	—	2026-09-10	—	0	ABSENTE → NON	Aucun tarif public établi
icelandair	hold	CONDITIONAL	CONDITIONNEL	NOT_FOUND	NON_TROUVE	—	—	Islande domestique → Islande domestique	animal+contenant	réservation préalable	https://www.icelandair.com/support/special-assistance/animal-transportation/	Animal in hold service	domestic flights only	NO_CURRENT_FARE_FOUND	International indisponible depuis 2024-11-01	2026-09-10	—	0	ABSENTE → NON	International non proposé; domestique sans prix courant public
indigo	cabin	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.goindigo.in/information/how-to-book.html	Pet policy	pets are not permitted	NO_FARE_APPLICABLE	—	2026-09-10	—	2	ABSENTE → NON	Chiens d’assistance selon règles distinctes
indigo	cargo	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animaux vivants	—	https://aem-beta-skyplus-prod-canary.goindigo.in/cargo/services.html	Cargo exclusions	livestock not accepted	NO_FARE_APPLICABLE	—	2026-09-10	—	2	ABSENTE → NON	Page cargo officielle exclut les animaux vivants
indigo	hold	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.goindigo.in/information/how-to-book.html	Pet policy	pets are not permitted	NO_FARE_APPLICABLE	—	2026-09-10	—	2	ABSENTE → NON	Aucun service passager
ita_airways	cabin	OFFERED	ACCEPTE	MATRIX	GRILLE	73–230 selon route	EUR|USD	marché de départ → zones publiées	animal+contenant → par vol	autorisation préalable	https://www.ita-airways.com/ae/en/book-and-prepare/other-requests/travelling-with-pets/pet-transportation-charges	Pet transportation charges	Cabin EUR 73	PRICE_EXCERPT_PRESENT	—	2026-09-10	€73–230	5	ABSENTE → NON	Route et marché obligatoires
ita_airways	cargo	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE	—	—	—	—	contacter cargo	https://www.ita-airways.com/ae/en/book-and-prepare/other-requests/travelling-with-pets/pet-transportation-charges	No cargo tariff	contact cargo	NO_CURRENT_FARE_FOUND	—	2026-09-10	—	5	ABSENTE → NON	Aucun montant public général établi
ita_airways	hold	OFFERED	ACCEPTE	MATRIX	GRILLE	83–300 selon route	EUR|USD	marché de départ → zones publiées	animal+contenant → par vol	autorisation préalable	https://www.ita-airways.com/ae/en/book-and-prepare/other-requests/travelling-with-pets/pet-transportation-charges	Pet transportation charges	Hold EUR 300	PRICE_EXCERPT_PRESENT	—	2026-09-10	€83–330	5	ABSENTE → NON	Ancienne borne 330 incorrecte; maximum publié 300 EUR
jal	cabin	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.jal.co.jp/jp/en/inter/baggage/checked/	Cabin policy	cannot be carried onboard	NO_FARE_APPLICABLE	—	2026-09-10	—	3	ABSENTE → NON	Service animal distinct
jal	cargo	CONDITIONAL	CONDITIONNEL	QUOTE	DEVIS	Sur devis	—	—	envoi cargo	transitaire/cargo	https://www.jal.co.jp/jp/en/inter/baggage/checked/	Cargo referral	contact JAL Cargo	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	Quote	3	ABSENTE → NON	Aucun barème public général
jal	hold	OFFERED	ACCEPTE	MATRIX	GRILLE	Domestique Japon 5500–7700 JPY; international 25000/40000 JPY ou 250/400 USD-CAD selon zone	JPY|USD|CAD	Japon ou zones internationales → Japon ou zones internationales	contenant → par secteur domestique / par caisse international	réservation préalable	https://www.jal.co.jp/jp/en/dom/fare/f_pet/index.html | https://www.jal.co.jp/jp/en/inter/baggage/checked/	Pet Charge List | International pet fees	JPY 5,500 to 7,700	PRICE_EXCERPT_PRESENT	Page domestique au 2026-08-18	2026-09-10	¥5,500–7,700	3	ABSENTE → NON	Ancien YAML ne couvre que domestique; ne pas projeter à l’international
jetblue	cabin	OFFERED	ACCEPTE	NOT_FOUND	NON_TROUVE	—	—	—	animal+contenant	réservation JetBlue	https://www.jetblue.com/legal/fees	Fees	pet fee not listed	NO_CURRENT_FARE_FOUND	—	2026-09-10	$150 each way	3	ABSENTE → NON	Ancien contrat officiel indiquait 125 USD; page courante ne prouve ni 125 ni 150
jetblue	cargo	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.jetblue.com/help/traveling-with-pets	Pet travel	pets travel in cabin	NO_FARE_APPLICABLE	—	2026-09-10	—	3	ABSENTE → NON	Aucun service cargo animal ordinaire établi
jetblue	hold	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.jetblue.com/help/traveling-with-pets	Pet travel	pets travel in cabin	NO_FARE_APPLICABLE	—	2026-09-10	—	3	ABSENTE → NON	Cabine seulement
kenya_airways	cabin	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.kenya-airways.com/en-nl/policies/optional-fees/	Pets	accepted as freight only	NO_FARE_APPLICABLE	—	2026-09-10	—	3	ABSENTE → NON	Fret uniquement
kenya_airways	cargo	OFFERED	ACCEPTE	MATRIX	GRILLE	NBO–NYC 20/kg, minimum 140 + AWB 6 + live animal 34.80 + documentation 34.80 + customs bond 17.40	USD	Nairobi → New York	poids/envoi + frais fixes → par envoi	contacter cargo	https://www.kenya-airways.com/en-nl/policies/optional-fees/	Freight pets	USD 20 per kg	PRICE_EXCERPT_PRESENT	—	2026-09-10	Not published	3	ABSENTE → NON	Autres routes sur devis
kenya_airways	hold	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.kenya-airways.com/en-nl/policies/optional-fees/	Pets	accepted as freight only	NO_FARE_APPLICABLE	—	2026-09-10	—	3	ABSENTE → NON	Pas de bagage enregistré ordinaire
klm	cabin	OFFERED	ACCEPTE	RANGE	RANGE	70–500	EUR	aéroport départ → destination	animal+contenant → aller simple	réservation/centre client	https://www.klm.com/information/pets/reservation	Pet reservation fee	between EUR 70 and EUR 500	PRICE_EXCERPT_PRESENT	—	2026-09-10	€70–500	4	ABSENTE → NON	Prix exact dépend de la route
klm	cargo	CONDITIONAL	CONDITIONNEL	QUOTE	DEVIS	Sur devis	—	—	envoi cargo	transporteur spécialisé	https://www.klm.com/information/pets/reservation	Cargo alternative	contact a specialised shipper	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	Quote	4	ABSENTE → NON	Aucun montant public
klm	hold	OFFERED	ACCEPTE	RANGE	RANGE	70–500	EUR	aéroport départ → destination	animal+contenant → aller simple	réservation/centre client	https://www.klm.com/information/pets/reservation	Costs and restrictions → Costs	The cost of traveling with your pet on KLM ranges from EUR 70 to EUR 500 per one-way flight.	PRICE_EXCERPT_PRESENT	—	2026-09-10	€70–500	4	ABSENTE → NON	Fourchette commune cabine/soute; exact à la réservation
km_malta	cabin	OFFERED	ACCEPTE	EXACT	EXACT	85	EUR	—	contenant → par sens	≥5 jours ouvrés	https://kmmaltairlines.com/en/travelling-with-pets	Pet in cabin	EUR 85 per way	PRICE_EXCERPT_PRESENT	—	2026-09-10	€85	6	ABSENTE → NON	Non remboursable
km_malta	cargo	CONDITIONAL	CONDITIONNEL	QUOTE	DEVIS	Sur devis	—	—	envoi cargo	contacter réservations	https://kmmaltairlines.com/en/travelling-with-pets	Cargo/contact	contact our Reservations Office	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	Quote	6	ABSENTE → NON	Aucun montant public
km_malta	hold	OFFERED	ACCEPTE	MATRIX	GRILLE	10 administration + 90 (1–10kg), 125 (11–20), 160 (21–32)	EUR	—	animal+contenant → par sens	≥5 jours ouvrés	https://kmmaltairlines.com/en/travelling-with-pets	Pet in hold	EUR 10 administration fee	PRICE_EXCERPT_PRESENT	—	2026-09-10	€90–160 + €10	6	ABSENTE → NON	Poids total par contenant
korean_air	cabin	OFFERED	ACCEPTE	MATRIX	GRILLE	Domestique 30000 KRW; international court/moyen/long 150/225/300 USD-CAD jusqu’à 32kg	KRW|USD|CAD|autres équivalents	distance/zone → distance/zone	contenant → aller simple	réservation préalable	https://www.koreanair.com/contents/footer/others/service-fees?hl=en	Traveling with Pets	USD 150	PRICE_EXCERPT_PRESENT	—	2026-09-10	$150–300	4	ABSENTE → NON	Cabine max 7kg mais tarif groupe ≤32kg publié
